I looked up the order and the address is correct but the card declined.,That's odd.
I looked up the order and the address is correct but the card declined.,I order from Amazon a lot and never had a problem
I order from Amazon a lot and never had a problem,Is it possible the card is expired?
Is it possible the card is expired?,No.
Is it possible the card is expired?,What office are you calling from?
What office are you calling from?,I'm based out of a NC call center.
I'm based out of a NC call center.,I'm going to try to call my bank.
I'm based out of a NC call center.,Can I have your call back number?
Can I have your call back number?,I'll make a note on your account.
I'll make a note on your account.,Thank you.
Thank you.,Thanks Jim.
Thank you.,Is there anything else I can assist you with? 
Is there anything else I can assist you with? ,No I think that's everything.
Is there anything else I can assist you with? ,Yes
hello jim  ,Hi there.
hello jim  ,I bought a heater on Amazon and it hasn't arrived.
Are you with Amazon or the seller?,I'm with amazon customer service staff
I'm with amazon customer service staff,Could I get more information on how you received my contact information?
Could I get more information on how you received my contact information?,I have access to your account here. 
I have access to your account here. ,Could I get your information in case I lose access to this call? 
Could I get your information in case I lose access to this call? ,800-839-8892  I'm norman by the way
800-839-8892  I'm norman by the way,Great.
My understanding is that your package has not arrived? ,i'm not sure.
i'm not sure.,Could i have the arrival date of the package?
Could i have the arrival date of the package?,let me look for it.
Could i have the arrival date of the package?,is there any other information you may need?
will you need my credit card or billing address as well?,Eventually yes i would need your billing info to process refund or replacement.
Eventually yes i would need your billing info to process refund or replacement.,has more info.
Appreciate the help.,Have a great day Mr.Lee
Have a great day Mr.Lee,you too.
Have a great day Mr.Lee,appreciate your time.
Have a great day Mr.Lee,yes
Do you have an order number?,No but my name is Jim Lee.
4849 El Cemonte Ave Apt 311 Davis CA 95618,Okay I see an order here to that address.
Yes!,To confirm the order you'll have to send in your credit card information.
Great thanks and where are you located?,Amazon Customer Service.
Great thanks and where are you located?,Would you like to continue confirming your order?
Would you like to continue confirming your order?,I just don't feel comfortable using my credit card info.
I just don't feel comfortable using my credit card info.,Again sir I'm afraid we won't be able to send your order without it.
Again sir I'm afraid we won't be able to send your order without it.,Can you use my phone number
Ok. give me a second.,Of course
Of course,5110-4300-0444-8166
5110-4300-0444-8166,Can I have the csv and expiration date?
Can I have the csv and expiration date?,380
380,May I have the expiration date?
380,Your order is being confirmed
Your order is being confirmed,5ÔÂ25ÈÕ
5ÔÂ25ÈÕ,We'll have your order sent your way!
We'll have your order sent your way!,Great thanks
We'll have your order sent your way!,no
ok,we done here
we done here,bye
Hi - My name is Norman from Amazon how can I help you today?,Hi I am still waiting for a heater I purchased to come
Hi I am still waiting for a heater I purchased to come,I will be right back.
I will be right back.,thanks
I have the order number,Ok what is the order number?
I can contact my supervisor here if that would help.,ok
I have not received my heater after 3 weeks of waiting,I am so sorry for the inconvenience.
I have not received my heater after 3 weeks of waiting,Lets try to get it resolved now.
Lets try to get it resolved now.,thanks
Lets try to get it resolved now.,No
last four digit is 8166 and security number is 380,Thanks.
last four digit is 8166 and security number is 380,For further verification I need to know your billing address?
For further verification I need to know your billing address?,My billing address is 4849 El cemonte Ave Apt 311 Davis CA 95618
My billing address is 4849 El cemonte Ave Apt 311 Davis CA 95618,Great.
So when i am going to receive my heater? ,Let me check with our staff.
So when i am going to receive my heater? ,Could I get your name and card expiry date as well?
Could I get your name and card expiry date as well?,Why do i have to give you my card expiry date/
Why do i have to give you my card expiry date/,Simply for verification purposes sir.
Why do i have to give you my card expiry date/,We have another card ending with 8166 on file.
We have another card ending with 8166 on file.,But you already verified my purchased through billing address
you got it right ,Then I must say that I am a hacker.
you got it right ,I don't work for Amazon.
I don't work for Amazon.,Then i must say you are doing lousy job being a hacker. 
Then i must say you are doing lousy job being a hacker. ,When can I finish this chat...?
When can I finish this chat...?,Yes
Hello how are you doing today?,Hello!
Hello how are you doing today?,I am good how are you
I am good how are you,I am doing well.
I am good how are you,How as your experience been with Amazon?
How as your experience been with Amazon?,Are you inquiring about my order that did not arrive yet?
5110-4300-0444-8166,Thank you.
5110-4300-0444-8166,Can you confirm the address you had it sent to?
Can you confirm the address you had it sent to?,4849 El Cemonte Ave Apt 311 Davis CA 95618
4849 El Cemonte Ave Apt 311 Davis CA 95618,Is this the billing address?
